LaunchSite,NameOfSatellite,CountryOrgOfUNRegistry,CountryOfOperatoOwner,Operator.Owner,Users,Purpose,ClassOfOrbit,Perigee,Apogee,MeanDistance,Radius,LaunchMass,DateOfLaunch,Contractor,CountryOfContractor,LaunchVehicle,LaunchVehicleCategory,lat,lon
Cape Canaveral,ORBCOMM OG2 FM-108,NR (1/16),ESA/United Kingdom,ORBCOMM Inc.,Commercial,Communications,LEO,614,657,636,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-112,NR (1/16),ESA/USA,ORBCOMM Inc.,Commercial,Communications,LEO,614,657,636,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-119,NR (1/16),ESA/USA/Russia,ORBCOMM Inc.,Commercial,Communications,LEO,614,658,636,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-105,NR (1/16),France,ORBCOMM Inc.,Commercial,Communications,LEO,614,658,636,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-114,NR (1/16),France,ORBCOMM Inc.,Commercial,Communications,LEO,614,658,636,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-117,NR (1/16),ESA,ORBCOMM Inc.,Commercial,Communications,LEO,614,656,635,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-113,NR (1/16),ESA,ORBCOMM Inc.,Commercial,Communications,LEO,614,656,635,12.64,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-115,NR (1/16),ESA,ORBCOMM Inc.,Commercial,Communications,LEO,613,655,634,12.63,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Cape Canaveral,ORBCOMM OG2 FM-116,NR (1/16),ESA,ORBCOMM Inc.,Commercial,Communications,LEO,614,654,634,12.63,172,22-Dec-15,Boeing Corp./Sierra Nevada Corp.,USA,Falcon 9,Falcon,28.5,-81
Taiyuan Launch Center,Fengniao 1A (Hummingbird 1A),NR,China,Chinese Academy of Space Technology (CAST),Government,Technology Development,LEO,488,500,494,12.49,160,20-Nov-12,Chinese Academy of Space Technology (CAST),China,Long March 2C,Long March,37.5,112.6
Cape Canaveral,CFESat (Cibola Flight Experiment Satellite),USA,China,Los Alamos National Labs (LANL),Government,Technology Development,LEO,538,544,541,12.54,159,09-Mar-07,Surrey Satellite Technologies Ltd.,United Kingdom,Atlas 5,Atlas,28.5,-81
Dombarovsky Air Base,STSat-3,South Korea,China,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,593,626,610,12.61,150,21-Nov-13,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Dnepr,Dnepr,50.75,59.53
Baikonur Cosmodrome,TechDemoSat-1,United Kingdom,ESA,Technology Strategy Board,Government,Technology Development,LEO,625,631,628,12.63,150,08-Jul-14,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Soyuz-2.1b,Soyuz,45.6,63.4
Satish Dhawan Space Center,Sapphire (Space Surveillance Mission of Canada),Canada,Multinational,Department of National Defense,Military,Space Observation,LEO,772,787,780,12.78,148,25-Feb-13,"Surrey Satellite Technology Ltd/MacDonald, Dettwiler and Associates",Canada/UK,PSLV,PSLV,13.9,80.4
Guiana Space Center,Proba V (Project for On-Board Autonomy),ESA,Russia,European Space Agency (ESA),Government,Earth Observation,LEO,813,820,817,12.82,140,07-May-13,QinetiQ Space Belgium,Belgium,Vega,Other,5.2079,-52.7724
Taiyuan Launch Center,Kaituo-1A (Xinyan-2),NR (6/16),China,China Aerospace Science and Technology Corporation,Government,Technology Development,LEO,518,536,527,12.53,130,19-Sep-15,China Aerospace Science and Technology Corporation,China,Long March 6,Long March,37.5,112.6
Plesetsk Cosmodrome,Proba 2 (Project for On-Board Autonomy),ESA,Japan,European Space Agency (ESA),Government,Technology Demonstration,LEO,708,728,718,12.72,130,02-Nov-09,Verhaert Design and Development NV (leading a European consortium),Belgium,Breeze KM,Other,62.8,40.1
Satish Dhawan Space Center,Alsat-2A (Algeria Satellite 2A),Algeria,Israel,Centre National des Techniques Spatiales (CNTS),Government,Earth Observation,LEO,672,674,673,12.67,130,12-Jul-10,EADS Astrium,France/Germany/Spain/UK,PSLV,PSLV,13.9,80.4
Satish Dhawan Space Center,BIROS (Bispectral Infrared Optical System),NR (6/16),China,German Aerospace Center (DLR),Government,Earth Observation,LEO,500,517,509,12.51,130,22-Jun-16,German Aerospace Center (DLR),Germany,PSLV XL,PSLV,13.9,80.4
Cape Canaveral,THEMIS E (Time History of Events and Macroscale Interactions during Substorms) ,USA,USA,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Civil/Government,Space Science,Elliptical,474,87526,44000,56,126,17-Feb-07,Swales Aerospace,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,THEMIS A (Time History of Events and Macroscale Interactions during Substorms) ,USA,USA,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Civil/Government,Space Science,Elliptical,461,87304,43883,55.88,126,17-Feb-07,Swales Aerospace,USA,Delta 2,Delta,28.5,-81
Cape Canaveral,THEMIS D (Time History of Events and Macroscale Interactions during Substorms) ,USA,USA,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Civil/Government,Space Science,Elliptical,467,87260,43864,55.86,126,17-Feb-07,Swales Aerospace,USA,Delta 2,Delta,28.5,-81
Satish Dhawan Space Center,Velox C1,NR (1/16),China,Nanyang Technological University,Civil,Technology Development,LEO,533,550,542,12.54,123,16-Dec-15,Nanyang Technological University,Singapore,PSLV-C29,PSLV,13.9,80.4
Baikonur Cosmodrome,"TET-1 (Technologieerprobungstr_ger 1, Technology Experiment Carrier)",Germany,China,German Aerospace Center,Commercial,Technology Development,LEO,501,505,503,12.5,120,22-Jul-12,Kayser-Threde GmbH,Germany,Soyuz-Fregat,Soyuz,45.6,63.4
Guiana Space Center,ELISA-W23 (ELectronic Intelligence by SAtellite),France,Japan,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,677,692,685,12.68,120,17-Dec-11,Astrium/Thales Alenia Space,France,Soyuz 2/Fregat,Soyuz,5.2079,-52.7724
Guiana Space Center,ELISA-W11 (ELectronic Intelligence by SAtellite),France,Japan,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,677,692,685,12.68,120,17-Dec-11,Astrium/Thales Alenia Space,France,Soyuz 2/Fregat,Soyuz,5.2079,-52.7724
Guiana Space Center,ELISA-E24 (ELectronic Intelligence by SAtellite),France,Japan,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,675,692,684,12.68,120,17-Dec-11,Astrium/Thales Alenia Space,France,Soyuz 2/Fregat,Soyuz,5.2079,-52.7724
Guiana Space Center,ELISA-E12 (ELectronic Intelligence by SAtellite),France,Japan,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,LEO,675,692,684,12.68,120,17-Dec-11,Astrium/Thales Alenia Space,France,Soyuz 2/Fregat,Soyuz,5.2079,-52.7724
Guiana Space Center,SPIRALE-A (Système Pr_paratoire Infra-Rouge pour l'Alerte),France,Turkey,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,Elliptical,240,31342,15791,27.79,117,11-Feb-09,EADS Astrium,France,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,SPIRALE-B (Système Pr_paratoire Infra-Rouge pour l'Alerte),France,Thailand,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,Elliptical,389,17480,8935,20.93,117,11-Feb-09,EADS Astrium,France,Ariane 5 ECA,Ariane,5.2079,-52.7724
Guiana Space Center,SSOT (Sistema Satelital para la Observaci_n de la Tierra),Chile,Denmark,Chilean Air Force,Government/Military,Earth Observation,LEO,622,624,623,12.62,117,17-Dec-11,Astrium,France,Soyuz 2/Fregat,Soyuz,5.2079,-52.7724
Guiana Space Center,VNREDSat 1A__(Vietnam Natural Resources Environment and Disaster monitoring small Satellite),NR,Japan,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,LEO,682,685,684,12.68,115,07-May-13,EADS Astrium,France,Vega,Other,5.2079,-52.7724
Satish Dhawan Space Center,LAPAN A3,NR (6/16),China,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,LEO,501,517,509,12.51,115,22-Jun-16,Indonesian National Institute of Aeronautics and Space,Indonesia,PSLV XL,PSLV,13.9,80.4
Dombarovsky Air Base,RASAT,Turkey,Japan,Space Technologies Research Institute,Government,Earth Observation,LEO,667,697,682,12.68,113,17-Aug-11,Space Technologies Research Institute,Turkey,Dnepr 1 ,Dnepr,50.75,59.53
Cape Canaveral,SCD-2 (Sat_lite de Coleta de Dados),NR,Luxembourg,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,735,760,748,12.75,110,23-Oct-98,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Pegasus,Other,28.5,-81
Cape Canaveral,SCD-1 (Sat_lite de Coleta de Dados),Brazil,Luxembourg,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,LEO,716,776,746,12.75,110,09-Feb-93,Instituto Nacional de Pesquisas Espaciais (INPE),Brazil,Pegasus,Other,28.5,-81
Satish Dhawan Space Center,SkySat-3 (SkySat Gen 2-1),NR (6/16),China,Terra Bella,Commercial,Earth Observation,LEO,500,515,508,12.51,110,22-Jun-16,Space Systems/Loral,USA,PSLV XL,PSLV,13.9,80.4
Baikonur Cosmodrome,MKA-FKI-1 (Zond PP),Russia,Russia,Lavochkin Research and Production Association (Lavochkin NPO),Government,Earth Observation,LEO,805,821,813,12.81,110,22-Jul-12,Lavochkin NPO,Russia,Soyuz-Fregat,Soyuz,45.6,63.4
Jiuquan Satellite Launch Center,Chuangxin 1-2 (Innovation 1-2),China,Norway,Chinese Academy of Sciences,Government,Earth Observation,LEO,785,804,795,12.79,101,05-Nov-08,China Academy of Sciences,China,Long March 2D,Long March,40.96,99.9
Dombarovsky Air Base,Nigeriasat-X,Nigeria,Israel,National Space Research and Development Agency (NASRDA),Government,Earth Observation/Technology Development,LEO,661,696,679,12.68,100,17-Aug-11,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Dnepr 1,Dnepr,50.75,59.53
Dombarovsky Air Base,Saudisat-4,Saudi Arabia,India,"Space Research Institute, King Abdulaziz City for Science and Technology",Government,Space Science,LEO,613,682,648,12.65,100,19-Jun-14,King Abdulaziz City for Science and Technology/Stanford University,Saudi Arabia,Dnepr,Dnepr,50.75,59.53
Jiuquan Satellite Launch Center,Chuangxin 1-4 (Innovation 1-4),China,Norway,Chinese Academy of Sciences,Government,Earth Observation,LEO,778,809,794,12.79,100,04-Sep-14,China Academy of Sciences,China ,Long March 2D,Long March,40.96,99.9
Jiuquan Satellite Launch Center,Chuangxin 1-3 (Innovation 1-3),China,Norway,Chinese Academy of Sciences,Government,Earth Observation,LEO,784,804,794,12.79,100,20-Nov-11,China Academy of Sciences,China,Long March 2D,Long March,40.96,99.9
Taiyuan Launch Center,"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)",China,Kazakhstan,Chinese Academy of Sciences,Government,Communications,LEO,729,748,739,12.74,100,21-Oct-03,China Academy of Sciences,China,Long March 3B,Long March,37.5,112.6
Satish Dhawan Space Center,Proba 1 (Project for On-Board Autonomy),ESA,China,European Space Agency (ESA),Government,Technology Demonstration,LEO,553,676,615,12.61,100,22-Oct-01,Verhaert Design and Development NV (leading a European consortium),Belgium,PSLV C3,PSLV,13.9,80.4
Baikonur Cosmodrome,exactView 1,Canada,Russia,exactEarth,Commercial,Communications,LEO,806,821,814,12.81,100,22-Jul-12,Surrey Satellite Technologies Ltd.,United Kingdom,Soyuz-Fregat,Soyuz,45.6,63.4
Baikonur Cosmodrome,"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",United Kingdom,India/Canada,UK/DMC International Imaging (DMCII),Government,Earth Observation,LEO,660,662,661,12.66,97,29-Jul-09,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Dnepr,Dnepr,45.6,63.4
Satish Dhawan Space Center,RISat-2 (Radar Imaging Satellite 2),India,Brazil,Ministry of Defense,Military,Earth Observation,LEO,415,427,421,12.42,93,20-Apr-09,Israel Aircraft Industries (IAI),Israel,PSLV C12,PSLV,13.9,80.4
Satish Dhawan Space Center,Youthsat,India,Russia,Indian Space Research Organization (ISRO),Government,Space Science,LEO,802,824,813,12.81,92,20-Apr-11,Indian Space Research Organization (ISRO),India,PSLV C16,PSLV,13.9,80.4
Satish Dhawan Space Center,Bird 2 (Bispectral InfraRed Detector 2),Germany,China,Institute of Space Sensor Technology and Planetary Exploration,Civil/Government,Earth Observation/Technology Development,LEO,500,521,511,12.51,92,22-Oct-01,Deutsches Zentrum f_r Luft- und Raumfahrt,Germany,PSLV C3,PSLV,13.9,80.4
Satish Dhawan Space Center,X-Sat,NR,Russia,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,LEO,801,823,812,12.81,91,20-Apr-11,Centre for Research in Satellite Technology (CREST),Singapore,PSLV C16,PSLV,13.9,80.4
Satish Dhawan Space Center,CBNT-1 (Carbonite 1),NR,India,Surrey Satellite Technology Ltd.,Commercial,Technology Development,LEO,636,658,647,12.65,91,10-Jul-15,Surrey Satellite Technologies Ltd.,United Kingdom,PSLV,PSLV,13.9,80.4
Baikonur Cosmodrome,Deimos 1,Spain,India/France,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,LEO,661,662,662,12.66,90,29-Jul-09,Surrey Satellite Technologies Ltd.,United Kingdom,Dnepr,Dnepr,45.6,63.4
Baikonur Cosmodrome,SkySat-2,NR (6/16),ESA,Terra Bella,Commercial,Earth Observation,LEO,626,634,630,12.63,90,08-Jul-14,Skybox Imaging,USA,Soyuz-2.1b,Soyuz,45.6,63.4
Satish Dhawan Space Center,M3MSat (Maritime Monitoring and Messaging Microsatellite),NR (6/16),China,Defence Research and Development Canada (DRDC)/Canadian Space Agency,Government,Earth Observation,LEO,501,515,508,12.51,85,22-Jun-16,Com Dev International (Honeywell Canada),Canada,PSLV XL,PSLV,13.9,80.4
Satish Dhawan Space Center,Kent Ridge 1,NR (1/16),China,National University of Singapore,Civil,Earth Observation,LEO,534,551,543,12.54,78,16-Dec-15,National University of Singapore,Singapore,PSLV-C29,PSLV,13.9,80.4
Satish Dhawan Space Center,NEOSSat_(Near Earth Object Surveillance Satellite),NR,Multinational,Canadian Space Agency,Government,Space Observation,LEO,772,786,779,12.78,74,25-Feb-13,Microsat Systems Canada Inc.,Canada,PSLV,PSLV,13.9,80.4
Baikonur Cosmodrome,Reimei (Innovative Technology Demonstration Experiment Satellite - INDEX),Japan,China,Institute of Space and Astronautical Science (ISAS)/Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,LEO,595,638,617,12.62,70,23-Aug-05,Institute of Space and Astronautical Science (ISAS),Japan,Dnepr,Dnepr,45.6,63.4
Vandenberg AFB,"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",NR,Pakistan,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Civil/Government,Earth Observation,LEO,769,831,800,12.8,70,15-Apr-06,Orbital Sciences Corp.,USA,Minotaur,Other,34.4,-120.35
Vandenberg AFB,"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",NR,Russia,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Civil/Government,Earth Observation,LEO,751,849,800,12.8,70,15-Apr-06,Orbital Sciences Corp.,USA,Minotaur,Other,34.4,-120.35
Vandenberg AFB,"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",NR,Russia,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Civil/Government,Earth Observation,LEO,764,836,800,12.8,70,15-Apr-06,Orbital Sciences Corp.,USA,Minotaur,Other,34.4,-120.35
Vandenberg AFB,"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",NR,Russia,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Civil/Government,Earth Observation,LEO,772,828,800,12.8,70,15-Apr-06,Orbital Sciences Corp.,USA,Minotaur,Other,34.4,-120.35
Vandenberg AFB,"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",NR,Japan,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Civil/Government,Earth Observation,LEO,669,746,708,12.71,70,15-Apr-06,Orbital Sciences Corp.,USA,Minotaur,Other,34.4,-120.35
Satish Dhawan Space Center,LAPAN A2,NR (12/15),Germany,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,LEO,631,650,641,12.64,68,24-Sep-15,Indonesian National Institute of Aeronautics and Space,Indonesia,PSLV C-30,PSLV,13.9,80.4
Dombarovsky Air Base,Hodoyoshi-1 ,NR (1/15),China,University of Tokyo and NESTRA,Government,Earth Observation,LEO,506,525,516,12.52,65,06-Nov-14,University of Tokyo,Japan,Dnepr,Dnepr,50.75,59.53
Plesetsk Cosmodrome,Mozhayets 4 (RS-22),Russia,Italy,Mozhaisky Space Engineering Academy,Civil,Technology Development,LEO,669,690,680,12.68,64,27-Sep-03,Mozhaiskiy Space Engineering Academy,Russia,Kosmos 3M,Other,62.8,40.1
Dombarovsky Air Base,Hodoyoshi-3,Japan,Germany,University of Tokyo and NESTRA,Government,Technology Development,LEO,613,666,640,12.64,60,19-Jun-14,University of Tokyo,Japan,Dnepr,Dnepr,50.75,59.53
Dombarovsky Air Base,Hodoyoshi-4,Japan,ESA,University of Tokyo and NESTRA,Government,Technology Development,LEO,613,650,632,12.63,60,19-Jun-14,University of Tokyo,Japan,Dnepr,Dnepr,50.75,59.53
Satish Dhawan Space Center,LAPAN-Tubsat (LAPAN A1),NR,ESA,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation/Technology Development,LEO,617,637,627,12.63,60,10-Jan-07,Technical University of Berlin,Germany,PSLV C7,PSLV,13.9,80.4
Plesetsk Cosmodrome,MOST (Microvariability & Oscillations of STars),Canada,Russia,Canadian Space Agency,Government,Space Science,LEO,817,832,825,12.82,53,30-Jun-03,Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia,Canada,Rokot,Other,62.8,40.1
Baikonur Cosmodrome,AIST-2,Russia,China,"Samara State Aerospace University, SGAU",Civil,Technology Development,LEO,558,582,570,12.57,53,19-Apr-13,"Samara State Aerospace University, SGAU",Russia,Soyuz 2.1a,Soyuz,45.6,63.4
Dombarovsky Air Base,ChubuSat 1 (Kinshachi-1),NR,China,Nagoya University and Daido University,Civil,Technology Development,LEO,506,538,522,12.52,50,06-Nov-14,Nagoya University and Daido University,Japan,Dnepr,Dnepr,50.75,59.53
International Space Station,SpinSat (Special Purpose Inexpensive Satellite),USA,Brazil,US Naval Research Laboratory,Military,Technology Development,LEO,406,419,413,12.41,50,28-Nov-14,U.S. Naval Research Laboratory,USA,Cyclops Deployer System,Other,78,162
Tanegashima Space Center,SDS-4 (Small Demonstration Satellite-4),Japan,Israel,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,LEO,661,673,667,12.67,50,17-May-12,Japan Aerospace Exploration Agency (JAXA),Japan,H-2A,Other,30.4,131
Tanegashima Space Center,"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,India/France,Astrotech SOHLA,Civil,Technology Development,LEO,657,665,661,12.66,50,23-Jan-09,Space Oriented Higashiosaka Leading Association,Japan,H-2A,Other,30.4,131
Tanegashima Space Center,UNIFORM 1__(UNiversity International FORmation Mission 1),Japan,ESA,Wakayama University (UNIFORM consortium),Civil,Earth Observation,LEO,622,629,626,12.63,50,24-May-14,Wakayama University and other Japanese universities,Japan,H-2A,Other,30.4,131
Tanegashima Space Center,ChubuSat 2 (Kinshachi-2),NR (5/16),China,Nagoya University and Daido University,Civil,Technology Development,LEO,560,579,570,12.57,50,17-Feb-16,Nagoya University and Daido University,Japan,H-2A,Other,30.4,131
Tanegashima Space Center,ChubuSat 3 (Kinshachi-3),NR (5/16),China,Nagoya University and Daido University,Civil,Technology Development,LEO,558,579,569,12.57,50,17-Feb-16,Nagoya University and Daido University,Japan,H-2A,Other,30.4,131
Dombarovsky Air Base,TSUBAME,NR,China,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Civil,Earth Observation,LEO,505,569,537,12.54,49,06-Nov-14,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Japan,Dnepr,Dnepr,50.75,59.53
Dombarovsky Air Base,Qsat-EOS (KYUshu SATellite - Earth Observation System),NR,China,Kyushu University,Civil,Earth Observation,LEO,506,553,530,12.53,49,06-Nov-14,Kyushu University,Japan,Dnepr,Dnepr,50.75,59.53
Tanegashima Space Center,SOCRATES__(Space Optical Communications Research Advanced TEchnology Satellite),Japan,Egypt,National Institute of Information and Communications Technology (JPN),Commercial,Technology Development,LEO,618,629,624,12.62,48,24-May-14,"Advanced Engineering Services Company, Ltd.",Japan,H-2A,Other,30.4,131
Baikonur Cosmodrome,Maroc Tubsat ,NR,Russia,CTRS Morocco/Institut f_r Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,LEO,984,1014,999,13,47,10-Dec-01,CRTS Morocco/Institut f_r Luft-und Raumfahrttechnik,Germany/Morocco,Zenit,Other,45.6,63.4
Cape Canaveral,Falconsat-3,USA,China,US Air Force Academy,Civil/Military,Technology Development,LEO,538,540,539,12.54,46,09-Mar-07,US Air Force Academy,USA,Atlas 5,Atlas,28.5,-81
